episode,total_reward,avg_power,avg_qos,avg_prb,epsilon
1,30.746908902190626,0.30666657999999997,0.7057097770000001,-0.22271610000000003,0.9636582956114175
2,36.02300525456667,0.14444437000000004,0.84779737,-0.07407414000000001,0.8719104583701925
3,34.37200415506959,0.29555550000000014,0.7770779350000002,-0.18592593000000004,0.7888977357196644
4,35.85913646919653,0.32444441999999996,0.756848786,-0.13827160999999996,0.7137884761549381
5,39.77528732456267,0.28444439000000005,0.7316044009999998,0.06592593000000002,0.6458302079252489
6,29.022435194638092,0.33777771000000006,0.7774127469000003,-0.40691354999999985,0.584342100499579
7,32.633462650701404,0.15777772000000012,0.823243961,-0.1676543200000001,0.5287081437599487
8,26.52781644789502,0.13111100000000003,0.7704176326999999,-0.27407406999999984,0.47837097658906735
9,30.047041032463312,0.05999986999999995,0.84950934,-0.19111110999999986,0.43282630302490405
10,32.89961821772158,0.18444436999999994,0.7860089499999998,-0.13580246999999998,0.39161784004119166
11,37.1503228363581,0.28444438,0.708387709,0.009382799999999998,0.35433274633890316
12,30.632353015244007,0.14222216000000007,0.8543273100000001,-0.2602469399999998,0.3205974863526735
13,19.989948107860982,-0.06222234000000003,0.89826723,-0.4691358099999999,0.2900740880362934
14,36.85145828127861,0.21333326999999994,0.9114716489999999,-0.20024688,0.2624567569364092
15,14.176961205899715,-0.02444460000000006,0.9583128999999999,-0.78074073,0.2374688126329945
16,22.455983068794012,0.21111102999999998,0.87232551,-0.6256790200000001,0.21485991685474995
17,19.82387379836291,0.0044443399999999625,0.901337564,-0.5454320999999999,0.19440356549968224
18,27.845266666263342,0.13999997999999997,0.9083538900000001,-0.4229629899999999,0.175894819435018
19,19.057296065613627,-0.11111121000000004,0.92439537,-0.48617282999999994,0.15914825134278812
20,19.895773687050678,0.1844444,0.8485054399999999,-0.6525925799999999,0.1439960880418334
21,21.551986071979627,0.09999991000000003,0.8804663380000002,-0.5555555699999999,0.13028652967534501
22,16.67538706213236,-0.17555563999999993,0.96632909,-0.55703697,0.11788222892494947
23,16.23458305746317,-0.14000008999999994,0.97864237,-0.6237036899999999,0.10665891501555477
24,22.86345512419939,0.12666660999999996,0.9130678600000001,-0.5819753199999999,0.09650414872574241
25,21.68868298828602,0.019999929999999933,0.96110596,-0.5785185299999999,0.0873161959309452
26,30.941968590021133,0.13777770000000003,0.97910478,-0.4118518799999999,0.07900300839416118
27,18.38644760288298,-0.07333346000000004,0.9863278699999999,-0.6288889299999998,0.07148130159339547
28,21.09841188043356,0.05999995999999998,0.9630158400000001,-0.64074075,0.06467572034717095
29,19.413431029766798,0.23333331999999984,0.8825580200000003,-0.7629629600000001,0.058518083879042615
30,18.145290712825954,0.006666569999999982,0.92826189,-0.6395061599999998,0.052946702757899096
31,16.538111163885333,-0.0044445400000000515,0.8390083738999999,-0.5629629799999998,0.04996170339735633
32,23.060191210359335,0.27333328,0.8865047900000002,-0.68666663,0.04996170339735633
33,18.01923910639016,0.1199999699999999,0.9199254300000002,-0.7459259199999999,0.04996170339735633
34,24.18435800075531,0.09333330999999999,0.9642386,-0.5728395,0.04996170339735633
35,13.205541738308966,0.022222119999999995,0.96791633,-0.8725925999999999,0.04996170339735633
36,27.840652018785477,0.09111107999999996,0.9256459500000002,-0.39728392999999995,0.04996170339735633
37,24.917430572211742,0.2266666200000001,0.97404686,-0.69481481,0.04996170339735633
38,22.674065969884396,0.06666660999999985,0.97407388,-0.6096296599999999,0.04996170339735633
39,19.36216496489942,0.033333260000000024,0.96627634,-0.67629631,0.04996170339735633
40,21.01225060969591,0.008888819999999974,0.94586183,-0.5696296299999999,0.04996170339735633
41,14.914259624667466,-0.08444456999999991,0.95118985,-0.6866666800000002,0.04996170339735633
42,35.27944605238736,0.05555546999999991,0.9629120700000002,-0.16345674000000002,0.04996170339735633
43,28.874064661562443,-0.12000013000000012,0.98944419,-0.23679003999999998,0.04996170339735633
44,26.52612192183733,0.08666661999999986,0.95611603,-0.4772839499999998,0.04996170339735633
45,30.972679084166884,0.006666579999999953,0.94376143,-0.23259258,0.04996170339735633
46,21.585968152387068,0.01777765999999998,0.7794639999999999,-0.33753078999999997,0.04996170339735633
47,24.90376596339047,0.08444435999999987,0.9270385799999998,-0.49037034999999995,0.04996170339735633
48,25.378015400841832,0.03999993999999989,0.96759853,-0.48419750999999983,0.04996170339735633
49,30.31675484031439,0.046666589999999966,0.9912522000000001,-0.35777781999999997,0.04996170339735633
50,20.038682524114847,-0.022222380000000055,0.96948558,-0.6024691299999998,0.04996170339735633
51,24.01724151521921,-0.03333342000000016,0.9887643900000002,-0.4844444999999999,0.04996170339735633
52,31.398253310471773,-0.0022223200000000085,0.9160674700000001,-0.17259263,0.04996170339735633
53,24.36182888201438,-0.022222290000000013,0.8684901699999998,-0.3237037299999998,0.04996170339735633
54,26.343386624008417,-0.16000014999999995,0.9335847000000003,-0.20666668000000005,0.04996170339735633
55,26.696756841614842,-0.03555567000000003,0.9674189299999999,-0.3644444699999998,0.04996170339735633
56,33.18008815590292,0.05999988999999989,0.8580207299999995,-0.09802466000000001,0.04996170339735633
57,36.304900938645005,-0.07333337000000008,0.9804003000000001,-0.023703620000000005,0.04996170339735633
58,23.510019831359386,0.09333327999999988,0.9327505100000001,-0.5533333599999999,0.04996170339735633
59,32.4958772957325,0.0022221699999999543,0.96850803,-0.21037036999999983,0.04996170339735633
60,26.759355813264847,-0.017777840000000027,0.9834283399999998,-0.40148147999999984,0.04996170339735633
61,28.76339684613049,0.03777769999999995,0.9485293800000002,-0.34370372999999993,0.04996170339735633
62,33.66349111497402,0.17777771000000006,0.9560317399999999,-0.3303703599999997,0.04996170339735633
63,33.90861107967794,0.14222212000000006,0.97086342,-0.30641972999999995,0.04996170339735633
64,31.635327246040106,0.08888881999999994,0.9116239099999999,-0.24987652799999996,0.04996170339735633
65,29.7006325237453,0.17333328,0.8149232220000002,-0.2698765,0.04996170339735633
66,31.20960004813969,-0.00666672000000003,0.9269066679999998,-0.1888889199999999,0.04996170339735633
67,32.55335205420852,0.026666599999999988,0.9529078899999999,-0.21209877999999996,0.04996170339735633
68,17.367245936766267,-0.017777920000000016,0.9275144720000001,-0.64000001,0.04996170339735633
69,30.112848807126284,-0.017777870000000095,0.92171013,-0.207407408,0.04996170339735633
70,27.497183188796043,0.059999929999999854,0.9252073599999997,-0.3770369999999999,0.04996170339735633
71,28.68511176854372,0.0911110699999999,0.8799055600000001,-0.30814817,0.04996170339735633
72,35.634253803640604,0.30444435,0.8658563699999999,-0.27111114000000003,0.04996170339735633
73,36.08525145612657,0.03777769999999998,0.9662054000000001,-0.12320980800000009,0.04996170339735633
74,24.99173143133521,0.16222214000000004,0.8957192089999999,-0.5234568099999999,0.04996170339735633
75,43.7460919637233,0.19333326,0.9080967480000003,0.05407409999999993,0.04996170339735633
76,36.3960406803526,0.2733332899999999,0.8210121619999999,-0.15481483000000007,0.04996170339735633
77,41.85039296746254,0.39999998000000003,0.7494079770000002,-0.004197540000000003,0.04996170339735633
78,34.94458189886063,0.27555553000000005,0.8315775400000001,-0.21950620999999992,0.04996170339735633
79,34.78014192322735,0.27333324000000003,0.8989479800000002,-0.3125925599999999,0.04996170339735633
80,17.45065430086106,0.06222206999999989,0.8814515129999999,-0.6558024900000001,0.04996170339735633
81,33.08687532693148,0.14888883999999997,0.9266163399999999,-0.28148151799999993,0.04996170339735633
82,38.099253073334694,0.2955554900000001,0.8832220580000001,-0.20320983999999995,0.04996170339735633
83,34.42282254062593,0.3155555399999999,0.8700150149999999,-0.32814814999999997,0.04996170339735633
84,32.74937800318003,0.32444441000000007,0.9635492800000001,-0.5175308899999999,0.04996170339735633
85,36.665147015824914,0.15333326000000003,0.8864434970000004,-0.11308637,0.04996170339735633
86,28.78872792981565,0.2177777099999999,0.8965700670000004,-0.4535802799999999,0.04996170339735633
87,29.23861218523234,0.16222213999999988,0.846706041,-0.31654321999999996,0.04996170339735633
88,31.205085411667824,0.25999995000000004,0.8221641258,-0.31604938999999993,0.04996170339735633
89,31.179257652373053,0.3399999599999999,0.6967036627000002,-0.22962964,0.04996170339735633
90,29.605674736201763,0.19555547999999998,0.9355122450000001,-0.4560494099999999,0.04996170339735633
91,29.11517419666052,0.3999999999999999,0.8065830949999996,-0.5049382799999999,0.04996170339735633
92,56.138130243867636,0.5177777300000002,0.8238236000000001,0.2550617440000001,0.04996170339735633
93,47.18040043860674,0.54000003,0.78821375,-0.018271600000000013,0.04996170339735633
94,38.56881240941584,0.5422222199999999,0.658294331,-0.13432090000000005,0.04996170339735633
95,40.924494383856654,0.5311111199999999,0.7497789910000001,-0.16666661999999996,0.04996170339735633
96,40.30701061416721,0.41999998000000005,0.7411937636039998,-0.064691338,0.04996170339735633
97,36.03084313496947,0.4599999500000001,0.6546599369999998,-0.13185194000000003,0.04996170339735633
98,42.48982856981456,0.4466666699999998,0.6433568110000002,0.11185180999999998,0.04996170339735633
99,38.28984295472037,0.3733332700000003,0.7016904939999999,-0.03259254999999998,0.04996170339735633
100,48.3865892868489,0.5266666599999997,0.7320721220000003,0.11012347,0.04996170339735633
101,36.17133684270084,0.3977777699999999,0.7872463499999998,-0.24172843,0.04996170339735633
102,49.71509488299489,0.6244443900000003,0.6823218305999998,0.12296289000000003,0.04996170339735633
103,29.5731698917225,0.42222219999999994,0.6737736769999999,-0.33481484999999983,0.04996170339735633
104,40.70518899615854,0.39555550000000017,0.7861482199999998,-0.08691350000000002,0.04996170339735633
105,37.40316119231284,0.4177777500000001,0.6704494349999998,-0.06493826000000004,0.04996170339735633
106,47.54823104292154,0.4422221700000003,0.7851872900000001,0.09580250999999995,0.04996170339735633
107,47.89855907857418,0.42888882,0.8283899199999998,0.06320983999999999,0.04996170339735633
108,43.00938594015315,0.4733333,0.7013457489999998,0.025185180000000012,0.04996170339735633
109,53.58738597854972,0.4866666299999999,0.7763512989999994,0.26444457000000005,0.04996170339735633
110,48.63766948133707,0.49999999,0.7611269800000002,0.10641969199999991,0.04996170339735633
111,30.460761458147317,0.5133332700000001,0.5692967741000001,-0.25703704999999993,0.04996170339735633
112,33.6332909832563,0.6533333200000001,0.5941656113800002,-0.32444450999999996,0.04996170339735633
113,49.05280474573374,0.5799999799999999,0.73854234,0.0703704,0.04996170339735633
114,42.20070494804531,0.4533332999999999,0.704276894,0.014320999999999966,0.04996170339735633
115,59.477324049919844,0.6200000099999999,0.8108220000000003,0.28148145999999996,0.04996170339735633
116,44.61882242956199,0.5866666699999998,0.6367668428000001,0.05160502299999997,0.04996170339735633
117,43.37651283014566,0.6133333399999998,0.6036721000000002,0.027654410000000004,0.04996170339735633
118,54.93527320586145,0.58666667,0.72541886,0.27728387,0.04996170339735633
119,46.380808994174004,0.6777778099999996,0.7215572800000001,-0.09382709000000004,0.04996170339735633
120,44.76180434413254,0.71333333,0.4588598984999999,0.16691356999999982,0.04996170339735633
121,53.67992424592376,0.5333333,0.8131091800000001,0.171851912,0.04996170339735633
122,44.719810985028744,0.56222225,0.6744767709999999,0.029135884,0.04996170339735633
123,57.26165175437927,0.6377777700000001,0.7865411799999997,0.22222234200000002,0.04996170339735633
124,54.83610092848539,0.58444443,0.7544209599999996,0.23753094,0.04996170339735633
125,52.91572957858443,0.5666666800000002,0.7319673100000003,0.22123462200000005,0.04996170339735633
126,37.39662105590105,0.47555554000000005,0.7238044430000002,-0.19407401400000002,0.04996170339735633
127,71.29742678999901,0.6688889399999998,0.8122504999999998,0.62469132,0.04996170339735633
128,55.44835406821221,0.6155555999999994,0.7010236980000001,0.29802469200000004,0.04996170339735633
129,52.869901552796364,0.6022222499999998,0.7163771100000002,0.20493831000000004,0.04996170339735633
130,54.725726302713156,0.5355555399999997,0.6901801858000002,0.3683951300000001,0.04996170339735633
131,29.67700597527437,0.6022222100000001,0.5908140549999998,-0.40074073999999976,0.04996170339735633
132,48.01880197227001,0.4377777200000002,0.660284955,0.28246911000000013,0.04996170339735633
133,54.279201187193394,0.5911111099999998,0.7058689414,0.277037032,0.04996170339735633
134,49.00036005675793,0.5599999699999998,0.6646386510000002,0.18716057200000022,0.04996170339735633
135,50.97985229641199,0.5577777500000002,0.7043111800000003,0.20246909400000004,0.04996170339735633
136,50.09582600975409,0.48888888,0.7696179194,0.1548148200000001,0.04996170339735633
137,65.8062558695674,0.5355555200000004,0.7729341699999999,0.6274074300000001,0.04996170339735633
138,66.0999496653676,0.5777777799999996,0.8236098300000003,0.5274074520000002,0.04996170339735633
139,62.76180997863412,0.5511111299999998,0.8110822740000003,0.4595061600000001,0.04996170339735633
140,55.46192740369588,0.46888887,0.7076592819999997,0.43629635000000005,0.04996170339735633
141,61.81292160972953,0.55555554,0.7927304590000003,0.4479012320000001,0.04996170339735633
142,37.0554945115,0.7377777999999996,0.5106466650000001,-0.18345693800000004,0.04996170339735633
143,58.59517338150181,0.6844444999999996,0.5506200910000001,0.5345679230000002,0.04996170339735633
144,52.36747121717781,0.64444444,0.5734460060000001,0.3365432900000004,0.04996170339735633
145,49.91183730773628,0.5533333900000001,0.6474255799999998,0.24716049400000015,0.04996170339735633
146,52.305609203875065,0.6266666999999997,0.89652912,-0.0785184600000001,0.04996170339735633
147,54.81000443547964,0.5355555000000001,0.8256204500000004,0.1906174799999998,0.04996170339735633
148,66.80830513313413,0.5822222599999999,0.7720594300000001,0.6153087000000003,0.04996170339735633
149,52.21619648858905,0.5999999799999997,0.6728123100000001,0.24345682200000027,0.04996170339735633
150,53.51790375635028,0.5644444599999999,0.6509106300000004,0.35160497400000035,0.04996170339735633
151,63.447949551045895,0.5244443900000002,0.8586061200000001,0.44567902,0.04996170339735633
152,69.39529643952847,0.6066666300000005,0.75728981,0.6967901200000002,0.04996170339735633
153,53.99268914852291,0.4066666100000003,0.6631505790000002,0.508888902,0.04996170339735633
154,64.39748108386993,0.5088888400000007,0.828085174,0.5335802900000001,0.04996170339735633
155,63.72128841280937,0.45999992000000056,0.8030321799999999,0.5933333600000003,0.04996170339735633
156,51.17755064368248,0.6177778100000003,0.6472165,0.22518546399999995,0.04996170339735633
157,54.37155224382877,0.6177777700000002,0.5783628710000004,0.42345676000000027,0.04996170339735633
158,45.24818651378155,0.5088888100000005,0.6245379799999999,0.16666661999999982,0.04996170339735633
159,57.801174491643906,0.5155554100000005,0.7463256300000002,0.41604933000000016,0.04996170339735633
160,47.973750464618206,0.5066665800000001,0.69804743,0.16172830000000002,0.04996170339735633
161,62.904650539159775,0.4177777199999999,0.7589125299999999,0.6671605,0.04996170339735633
162,75.80081143975258,0.4977777000000005,0.8840943200000002,0.8501234699999992,0.04996170339735633
163,66.15133672207594,0.6288888200000001,0.6439686099999998,0.71753087,0.04996170339735633
164,71.94236628711224,0.62444446,0.7087443400000001,0.8286419720000001,0.04996170339735633
165,61.49451911635697,0.5244444399999998,0.8118074000000002,0.442962652,0.04996170339735633
166,65.07462571561337,0.6444444300000005,0.7646434400000005,0.5051852400000002,0.04996170339735633
167,47.072367826942354,0.6333333599999998,0.5716240259999998,0.17358033999999992,0.04996170339735633
168,75.67862891405821,0.6888889299999995,0.8514101799999999,0.69851856,0.04996170339735633
169,73.30473926663399,0.6133333200000003,0.8442851900000001,0.70444451,0.04996170339735633
170,73.78076781332493,0.57777777,0.8724821400000002,0.7182716299999998,0.04996170339735633
171,68.59934437274933,0.5088889099999999,0.84961322,0.6449383100000005,0.04996170339735633
172,60.22014079988003,0.5999999900000001,0.6838368400000003,0.49555530000000014,0.04996170339735633
173,68.23167156428099,0.6111110900000002,0.7796806600000002,0.6237037900000003,0.04996170339735633
174,68.85117487609386,0.6488889299999998,0.6701683299999996,0.7525925800000001,0.04996170339735633
175,71.71914986521006,0.5911110900000004,0.7537195000000001,0.7945679399999994,0.04996170339735633
176,60.654283083975315,0.4911110200000001,0.7922829799999996,0.47432074000000013,0.04996170339735633
177,45.676408933475614,0.5911110400000004,0.62135475,0.10296292999999976,0.04996170339735633
178,74.90241066366434,0.55777776,0.8599676600000005,0.79234567,0.04996170339735633
179,77.41238613426685,0.60888889,0.8784578199999997,0.8002468920000001,0.04996170339735633
180,60.42752829939127,0.7177778499999993,0.5571696730000001,0.5535802420000002,0.04996170339735633
181,71.1902095079422,0.6333333500000004,0.8730885399999998,0.5755555800000004,0.04996170339735633
182,49.83532531489618,0.7177778199999991,0.41162390900000007,0.39456792000000024,0.04996170339735633
183,69.68844262510538,0.5577777,0.74184069,0.7760493599999998,0.04996170339735633
184,71.39125289022923,0.5266665700000004,0.91589246,0.6318519600000005,0.04996170339735633
185,68.59589017927647,0.44444430000000024,0.7939713100000002,0.7834567200000007,0.04996170339735633
186,57.64729796350002,0.5311110100000002,0.8998862099999997,0.19061735200000002,0.04996170339735633
187,67.77557016536593,0.6600000599999996,0.6343892099999999,0.7533333100000001,0.04996170339735633
188,67.82195661962032,0.5288887800000007,0.7362896120000001,0.7501234719999998,0.04996170339735633
189,82.67827209830284,0.6066666899999996,0.9273271599999998,0.91283951,0.04996170339735633
190,57.35337426234037,0.6488889400000001,0.6886491899999999,0.3446912200000003,0.04996170339735633
191,69.2409721724689,0.5355554899999996,0.7943575799999997,0.71333336,0.04996170339735633
192,66.76772627979517,0.6088888800000005,0.7451190700000003,0.6232099700000006,0.04996170339735633
193,74.02578639984131,0.56888887,0.88045947,0.7246914100000004,0.04996170339735633
194,63.78505057096481,0.6466667100000001,0.7540707200000003,0.4740739720000007,0.04996170339735633
195,38.257776788435876,0.52444444,0.6577407399999998,-0.12617281200000002,0.04996170339735633
196,64.7419084943831,0.6311111000000004,0.6766958200000001,0.6246913500000001,0.04996170339735633
197,71.34662503004074,0.6133333799999998,0.7473693300000002,0.7683951419999997,0.04996170339735633
198,74.43172012269497,0.6644444800000002,0.8032003799999999,0.7456790099999996,0.04996170339735633
199,65.94221927970648,0.5733332600000006,0.6867036499999998,0.70913591,0.04996170339735633
200,64.67003203183413,0.5666666100000005,0.6765656399999999,0.6869136900000005,0.04996170339735633
201,65.97568386793137,0.6777778099999998,0.5780957800000003,0.7506173299999993,0.04996170339735633
202,56.22002950683236,0.6288889199999999,0.7314266500000004,0.2698762099999998,0.04996170339735633
203,69.80913297832012,0.7088889899999993,0.6563394300000002,0.7429629500000001,0.04996170339735633
204,54.930323392152786,0.6600000099999996,0.8077025099999997,0.09407403999999983,0.04996170339735633
205,70.3185262978077,0.6466667499999995,0.94388909,0.43876526200000077,0.04996170339735633
206,75.38185089826584,0.6533334100000004,0.80547223,0.7854320899999998,0.04996170339735633
207,55.498934514820576,0.5933333300000003,0.9117327299999997,0.04098754400000007,0.04996170339735633
208,37.341703437268734,0.7177778699999995,0.7205796579999999,-0.4338272579999998,0.04996170339735633
209,69.91334134340286,0.6533333499999996,0.680240946,0.7701235300000002,0.04996170339735633
210,82.7001193612814,0.8044445399999995,0.8826881799999997,0.7753087899999997,0.04996170339735633
211,64.97187811881304,0.60444445,0.70707473,0.6185185030000002,0.04996170339735633
212,36.25544750550762,0.52888886,0.5200898899999998,-0.013827086000000035,0.04996170339735633
213,40.95168037991971,0.65111117,0.5154587200000001,0.026666671999999978,0.04996170339735633
214,53.66701826825738,0.6422222400000002,0.6094532010000002,0.3340738700000003,0.04996170339735633
215,79.29732955992222,0.7044445499999994,0.8557665599999998,0.7977777999999993,0.04996170339735633
216,58.79479361418635,0.52222221,0.7367216799999998,0.45530863000000005,0.04996170339735633
217,72.69754978269339,0.6266666900000001,0.8265128099999999,0.6945679440000002,0.04996170339735633
218,28.745955504418816,0.46444438000000027,0.8097601289999997,-0.5859261599999995,0.04996170339735633
219,49.64748551696539,0.6022222200000001,0.6904463709999998,0.13209905999999993,0.04996170339735633
220,47.677933275699615,0.5666666600000001,0.69583723,0.09481473999999998,0.04996170339735633
221,68.99534180760384,0.6844445,0.6276613100000002,0.7785185,0.04996170339735633
222,53.622243113815784,0.5955555799999996,0.6361116400000002,0.343703962,0.04996170339735633
223,37.80578314140439,0.6644444799999999,0.62273725,-0.23456791599999988,0.04996170339735633
224,63.92092405259609,0.6955556099999999,0.7439490399999998,0.4432100720000001,0.04996170339735633
225,63.85749788582325,0.6377777600000004,0.7244004099999999,0.5249383600000006,0.04996170339735633
226,55.903585970401764,0.6355555799999999,0.7114785200000001,0.2792591700000004,0.04996170339735633
227,65.92012512683868,0.67555564,0.8876327200000002,0.3382712339999999,0.04996170339735633
228,49.825433410704136,0.6266666999999999,0.7856359299999996,-0.013333363999999943,0.04996170339735633
229,79.14320382475853,0.6622222799999997,0.8780245599999997,0.8051851700000001,0.04996170339735633
230,60.502420365810394,0.6888889999999995,0.5508938800000001,0.5933334200000002,0.04996170339735633
231,56.8513293042779,0.5888889399999997,0.82832027,0.20172848399999996,0.04996170339735633
232,60.69453443586826,0.5822222600000001,0.8251411099999999,0.34074089000000035,0.04996170339735633
233,59.24860870838165,0.6088889300000004,0.6317706990000002,0.5237038800000001,0.04996170339735633
234,67.81391765922308,0.6711111899999999,0.7125701999999998,0.6392592500000001,0.04996170339735633
235,41.92618381232023,0.5244444700000002,0.5851917100000001,0.09283944199999988,0.04996170339735633
236,71.17387477308512,0.5888888900000001,0.78249505,0.7402469,0.04996170339735633
237,67.8656814917922,0.6133333299999999,0.71756798,0.6920987500000001,0.04996170339735633
238,67.75491252541542,0.64000006,0.8435024600000004,0.4938272340000006,0.04996170339735633
239,72.3050138503313,0.7311111499999997,0.70781053,0.7353086599999998,0.04996170339735633
240,67.01443538814783,0.6133333999999998,0.7435090410000004,0.6291357700000002,0.04996170339735633
241,49.35538197867572,0.6266667000000001,0.7314770700000003,0.04320982200000002,0.04996170339735633
242,59.22712319344282,0.5777777300000007,0.6508632299999997,0.5286422430000001,0.04996170339735633
243,42.887653183192015,0.51777775,0.7560802899999998,-0.09629640800000015,0.04996170339735633
244,74.16699719429016,0.5777777900000003,0.8251008799999999,0.7943209919999998,0.04996170339735633
245,45.61856387741864,0.37111107000000004,0.75379744,0.1444445559999999,0.04996170339735633
246,71.24229772388935,0.5911111,0.7455018999999997,0.7896296599999988,0.04996170339735633
247,53.33598180115223,0.5199999600000003,0.82099216,0.16320991399999993,0.04996170339735633
248,63.063485503196716,0.5955555700000004,0.8184390700000002,0.4153084720000005,0.04996170339735633
249,27.248857837665128,0.34888879000000017,0.6339991999999999,-0.2859259699999999,0.04996170339735633
250,39.425931733101606,0.42222219999999994,0.61694461,0.06938277200000004,0.04996170339735633
251,75.92328250408173,0.6711111200000005,0.7421561599999995,0.8701234619999998,0.04996170339735633
252,79.24378348886967,0.6688889600000002,0.8846131300000004,0.79308645,0.04996170339735633
253,81.69198533892632,0.6666667099999999,0.9522996299999998,0.7866667100000001,0.04996170339735633
254,74.93401918560266,0.6577778399999995,0.79742457,0.7767901699999998,0.04996170339735633
255,75.35645596683025,0.6844445399999998,0.7648373199999997,0.80765433,0.04996170339735633
256,55.29903235286474,0.7044444699999995,0.8452535999999999,0.01185186000000003,0.04996170339735633
257,55.322424329817295,0.6400000499999997,0.5991716699999999,0.4051853399999999,0.04996170339735633
258,65.60305300354958,0.6333333600000001,0.7295207699999999,0.5807408800000005,0.04996170339735633
259,54.59352581202984,0.6955555999999996,0.4968751300000002,0.4617284430000006,0.04996170339735633
260,81.33707542717457,0.6822223199999995,0.9095379999999998,0.8162962799999997,0.04996170339735633
261,75.30497948080301,0.7244445699999996,0.7061429999999999,0.8441975529999998,0.04996170339735633
262,47.99450880847871,0.63333338,0.572084958,0.20370372199999986,0.04996170339735633
263,69.13576002418995,0.7400000999999995,0.583949553,0.78592595,0.04996170339735633
264,65.63613038510084,0.6577778699999997,0.67664401,0.6279012200000004,0.04996170339735633
265,61.71684078127146,0.7066667599999994,0.7081061200000001,0.406420013,0.04996170339735633
266,60.04318331182003,0.5711111299999998,0.8205239900000001,0.3362965099999999,0.04996170339735633
267,56.742566019296646,0.5800000000000001,0.7881937800000002,0.26049362999999987,0.04996170339735633
268,72.3578620404005,0.68666677,0.7209836000000003,0.7639506219999997,0.04996170339735633
269,76.82704137265682,0.6844445599999998,0.8360463699999998,0.76172841,0.04996170339735633
270,64.5112152248621,0.6600000799999997,0.7264840299999998,0.5217284000000001,0.04996170339735633
271,71.50184839963913,0.6377777900000003,0.78162029,0.7034568020000002,0.04996170339735633
272,64.60315975453705,0.6422222599999999,0.7434122940000002,0.5200000830000004,0.04996170339735633
273,76.27741272002459,0.6955556199999997,0.7587871449999999,0.83530864,0.04996170339735633
274,74.49863147735596,0.6222222300000002,0.88024355,0.6874074119999999,0.04996170339735633
275,70.13726282864809,0.7511111599999993,0.6108389599999998,0.7723456599999997,0.04996170339735633
276,67.93356211483479,0.6400000599999999,0.89407976,0.43234592,0.04996170339735633
277,74.42024800181389,0.6177778499999999,0.8606913899999995,0.71530866,0.04996170339735633
278,74.48975162953138,0.7444445299999997,0.7227993430000004,0.7748148099999999,0.04996170339735633
279,66.9363244175911,0.7555556499999995,0.6187785099999998,0.65061727,0.04996170339735633
280,67.40996139496565,0.6688889399999998,0.6708045529999996,0.6837037199999999,0.04996170339735633
281,77.25958536565304,0.7244444699999997,0.71611924,0.8960493899999998,0.04996170339735633
282,75.06813065707684,0.6533334099999997,0.7328144200000001,0.87185184,0.04996170339735633
283,38.33652302619885,0.58444445,0.49267240519999994,0.03654329199999999,0.04996170339735633
284,57.27916578575969,0.5644444399999999,0.7123495300000002,0.39506196999999993,0.04996170339735633
285,73.29424954205751,0.7111112499999996,0.7727266199999997,0.7017284700000002,0.04996170339735633
286,64.52449079602957,0.6666667399999998,0.8151492999999997,0.3972837520000002,0.04996170339735633
287,45.153396886307746,0.60888892,0.5225386289999999,0.19950621999999987,0.04996170339735633
288,79.39729334414005,0.6155556299999996,0.8610433699999999,0.8829629799999998,0.04996170339735633
289,33.54774547833949,0.5933333100000002,0.568693765,-0.23333340799999988,0.04996170339735633
290,50.15626297146082,0.6422222000000002,0.68890654,0.11111127999999988,0.04996170339735633
291,50.327803149819374,0.6644445099999998,0.6393062200000003,0.16074074999999993,0.04996170339735633
292,70.6083168759942,0.6222222799999999,0.7274301600000002,0.7614814899999998,0.04996170339735633
293,53.33960302174091,0.56000002,0.7701567500000001,0.19111111199999997,0.04996170339735633
294,65.52435885276645,0.6800001199999999,0.699405244,0.5716050720000005,0.04996170339735633
295,79.97483596205711,0.6533334099999998,0.8856672099999998,0.8316049599999995,0.04996170339735633
296,75.84420826286077,0.6222222799999997,0.8127719300000001,0.8222222099999996,0.04996170339735633
297,70.55165189504623,0.7088889699999996,0.7215690600000001,0.68074072,0.04996170339735633
298,79.61363717913628,0.7466667399999994,0.8486742299999999,0.7755555399999998,0.04996170339735633
299,75.3840621560812,0.7133334399999995,0.7553423400000002,0.7923456799999999,0.04996170339735633
300,70.02621956914663,0.6111111600000003,0.69139624,0.8012346100000001,0.04996170339735633
